Origin,Destination,Total_time1,Total_time2,Exec_time1,Exec_time2
SLLP,LFPG,1863,1863,0.523,0.355
SLLP,LFPG,1383,1383,0.442,0.299
SLLP,LFPG,1323,1323,0.647,0.405
SLLP,LFPG,1866,1866,0.519,0.377
SLLP,LFPG,1868,1868,0.353,0.324
SLLP,LFPG,1959,1959,0.460,0.324
SLLP,LFPG,2019,2019,0.585,0.606
SLLP,LFPG,1592,1592,0.441,0.317
SLLP,LFPG,2007,2007,0.687,0.538
SLLP,LFPG,2132,2132,0.592,0.430
SLLP,LFPG,1458,1458,0.322,0.366
SLLP,LFPG,1919,1919,0.360,0.384
SLLP,LFPG,1428,1428,0.383,0.295
SLLP,LFPG,1369,1369,0.349,0.523
SLLP,LFPG,2009,2009,0.398,0.297
SLLP,LFPG,1950,1950,0.342,0.420
SLLP,LFPG,1743,1743,0.396,0.321
SLLP,LFPG,1883,1883,0.506,0.488
SLLP,LFPG,1961,1961,0.416,0.333
SLLP,LFPG,1932,1932,0.368,0.390
SLLP,LFPG,1866,1866,0.420,0.322
SLLP,LFPG,1908,1908,0.337,0.323
SLLP,LFPG,1455,1455,0.316,0.285
SLLP,LFPG,1858,1858,0.442,0.316
SLLP,LFPG,1543,1543,0.644,0.392
SLLP,LFPG,1265,1265,0.352,0.413
SLLP,LFPG,2081,2081,0.448,0.302
SLLP,LFPG,1812,1812,0.366,0.326
SLLP,LFPG,1878,1878,0.369,0.351
SLLP,LFPG,2134,2134,0.327,0.307
SLLP,LFPG,1979,1979,0.620,0.388
SLLP,LFPG,1450,1450,0.422,0.333
SLLP,LFPG,1689,1689,0.651,0.413
SLLP,LFPG,1345,1345,0.434,0.311
SLLP,LFPG,1867,1867,0.357,0.326
SLLP,LFPG,1988,1988,0.458,0.495
SLLP,LFPG,1989,1989,0.408,0.324
SLLP,LFPG,1801,1801,0.642,0.566
SLLP,LFPG,1858,1858,0.823,0.612
SLLP,LFPG,1843,1843,0.799,0.507
SLLP,LFPG,1860,1860,0.549,0.506
SLLP,LFPG,1376,1376,0.805,0.523
SLLP,LFPG,1678,1678,0.827,0.612
SLLP,LFPG,1507,1507,0.750,0.689
SLLP,LFPG,2077,2077,0.897,0.513
SLLP,LFPG,1972,1972,0.377,0.320
SLLP,LFPG,1537,1537,0.484,0.381
SLLP,LFPG,1609,1609,0.720,0.527
SLLP,LFPG,2015,2015,0.443,0.328
SLLP,LFPG,1259,1259,0.451,0.359
SLLP,LFPG,1867,1867,0.423,0.325
SLLP,LFPG,1932,1932,0.573,0.453
SLLP,LFPG,1985,1985,0.465,0.389
SLLP,LFPG,1469,1469,0.646,0.505
SLLP,LFPG,1985,1985,0.575,0.507
SLLP,LFPG,1696,1696,0.836,0.602
SLLP,LFPG,1421,1421,0.478,0.304
SLLP,LFPG,1936,1936,0.458,0.336
SLLP,LFPG,1896,1896,0.362,0.321
SLLP,LFPG,1810,1810,0.317,0.315
SLLP,LFPG,1947,1947,0.324,0.420
SLLP,LFPG,1285,1285,0.668,0.442
SLLP,LFPG,2006,2006,0.468,0.289
SLLP,LFPG,1654,1654,0.353,0.336
SLLP,LFPG,1943,1943,0.520,0.468
SLLP,LFPG,1795,1795,0.411,0.300
SLLP,LFPG,1293,1293,0.331,0.322
SLLP,LFPG,1817,1817,0.595,0.564
SLLP,LFPG,1978,1978,0.585,0.374
SLLP,LFPG,1953,1953,0.356,0.333
SLLP,LFPG,1762,1762,0.321,0.300
SLLP,LFPG,1252,1252,0.351,0.305
SLLP,LFPG,1379,1379,0.547,0.299
SLLP,LFPG,1334,1334,0.344,0.336
SLLP,LFPG,1312,1312,0.418,0.510
SLLP,LFPG,1883,1883,0.600,0.572
SLLP,LFPG,1949,1949,0.575,0.317
SLLP,LFPG,2086,2086,0.347,0.451
SLLP,LFPG,1629,1629,0.772,0.600
SLLP,LFPG,1570,1570,0.731,0.495
SLLP,LFPG,1865,1865,0.521,0.525
SLLP,LFPG,1965,1965,0.499,0.331
SLLP,LFPG,1376,1376,0.448,0.355
SLLP,LFPG,1971,1971,0.332,0.350
SLLP,LFPG,1292,1292,0.347,0.317
SLLP,LFPG,1312,1312,0.401,0.368
SLLP,LFPG,2017,2017,0.557,0.507
SLLP,LFPG,1760,1760,0.591,0.333
SLLP,LFPG,1296,1296,0.421,0.325
SLLP,LFPG,1740,1740,0.477,0.378
SLLP,LFPG,2002,2002,0.317,0.303
SLLP,LFPG,1905,1905,0.349,0.400
SLLP,LFPG,1864,1864,0.324,0.312
SLLP,LFPG,1791,1791,0.395,0.310
SLLP,LFPG,2062,2062,0.646,0.599
SLLP,LFPG,1833,1833,0.753,0.463
SLLP,LFPG,1825,1825,0.399,0.332
SLLP,LFPG,1905,1905,0.344,0.320
SLLP,LFPG,1568,1568,0.346,0.291
SLLP,LFPG,1951,1951,0.345,0.339
SLLP,LFPG,1949,1949,0.346,0.403
SLLP,LFPG,1643,1643,0.427,0.345
SLLP,LFPG,2004,2004,0.753,0.533
SLLP,LFPG,1952,1952,0.363,0.314
SLLP,LFPG,1241,1241,0.319,0.298
SLLP,LFPG,1908,1908,0.365,0.347
SLLP,LFPG,2120,2120,0.370,0.311
SLLP,LFPG,1272,1272,0.399,0.327
SLLP,LFPG,1214,1214,0.324,0.329
SLLP,LFPG,1893,1893,0.457,0.422
SLLP,LFPG,2030,2030,0.678,0.413
SLLP,LFPG,1570,1570,0.448,0.312
SLLP,LFPG,1968,1968,0.333,0.325
SLLP,LFPG,1659,1659,0.386,0.418
SLLP,LFPG,2008,2008,0.382,0.325
SLLP,LFPG,1909,1909,0.390,0.315
SLLP,LFPG,1956,1956,0.493,0.415
SLLP,LFPG,1804,1804,0.509,0.506
SLLP,LFPG,1700,1700,0.491,0.300
SLLP,LFPG,1570,1570,0.308,0.294
SLLP,LFPG,1321,1321,0.331,0.321
SLLP,LFPG,1952,1952,0.339,0.315
SLLP,LFPG,1214,1214,0.618,0.339
SLLP,LFPG,2195,2195,0.761,0.655
SLLP,LFPG,1802,1802,0.798,0.589
SLLP,LFPG,1668,1668,0.423,0.338
SLLP,LFPG,1919,1919,0.386,0.335
SLLP,LFPG,1912,1912,0.329,0.389
SLLP,LFPG,1548,1548,0.724,0.570
SLLP,LFPG,1661,1661,0.714,0.440
SLLP,LFPG,1854,1854,0.497,0.394
SLLP,LFPG,1932,1932,0.473,0.374
SLLP,LFPG,1893,1893,0.473,0.341
SLLP,LFPG,1240,1240,0.328,0.384
SLLP,LFPG,1937,1937,0.312,0.294
SLLP,LFPG,1734,1734,0.418,0.324
SLLP,LFPG,1853,1853,0.420,0.325
SLLP,LFPG,1919,1919,0.346,0.342
SLLP,LFPG,1802,1802,0.364,0.290
SLLP,LFPG,1475,1475,0.313,0.290
SLLP,LFPG,2132,2132,0.480,0.413
SLLP,LFPG,1756,1756,0.473,0.349
SLLP,LFPG,1822,1822,0.405,0.330
SLLP,LFPG,1529,1529,0.507,0.330
SLLP,LFPG,1854,1854,0.730,0.515
SLLP,LFPG,1462,1462,0.354,0.317
SLLP,LFPG,1400,1400,0.370,0.313
SLLP,LFPG,1936,1936,0.389,0.343
SLLP,LFPG,2051,2051,0.394,0.347
SLLP,LFPG,1954,1954,0.333,0.299
SLLP,LFPG,1334,1334,0.315,0.312
SLLP,LFPG,1969,1969,0.352,0.393
SLLP,LFPG,1980,1980,0.444,0.341
SLLP,LFPG,1357,1357,0.326,0.295
SLLP,LFPG,1604,1604,0.340,0.322
SLLP,LFPG,1274,1274,0.344,0.411
SLLP,LFPG,1331,1331,0.459,0.548
SLLP,LFPG,2016,2016,0.351,0.364
SLLP,LFPG,1988,1988,0.342,0.325
SLLP,LFPG,1918,1918,0.366,0.356
SLLP,LFPG,1545,1545,0.467,0.311
SLLP,LFPG,1340,1340,0.318,0.304
SLLP,LFPG,1936,1936,0.324,0.317
SLLP,LFPG,1362,1362,0.470,0.384
SLLP,LFPG,1390,1390,0.484,0.493
SLLP,LFPG,1902,1902,0.329,0.288
SLLP,LFPG,2017,2017,0.346,0.313
SLLP,LFPG,1971,1971,0.313,0.302
SLLP,LFPG,1862,1862,0.562,0.568
SLLP,LFPG,1910,1910,0.412,0.405
SLLP,LFPG,1948,1948,0.402,0.367
SLLP,LFPG,1562,1562,0.342,0.435
SLLP,LFPG,2026,2026,0.567,0.331
SLLP,LFPG,1995,1995,0.319,0.329
SLLP,LFPG,1300,1300,0.344,0.358
SLLP,LFPG,2041,2041,0.310,0.354
SLLP,LFPG,2165,2165,0.438,0.299
SLLP,LFPG,1998,1998,0.345,0.413
SLLP,LFPG,1947,1947,0.437,0.385
SLLP,LFPG,2124,2124,0.366,0.329
SLLP,LFPG,1513,1513,0.547,0.490
SLLP,LFPG,1904,1904,0.535,0.333
SLLP,LFPG,1239,1239,0.321,0.300
SLLP,LFPG,1992,1992,0.317,0.354
SLLP,LFPG,2068,2068,0.567,0.323
SLLP,LFPG,1851,1851,0.302,0.293
SLLP,LFPG,1261,1261,0.335,0.306
SLLP,LFPG,2071,2071,0.342,0.336
SLLP,LFPG,2017,2017,0.582,0.543
SLLP,LFPG,1595,1595,0.365,0.315
SLLP,LFPG,2101,2101,0.372,0.325
SLLP,LFPG,1973,1973,0.323,0.314
SLLP,LFPG,1946,1946,0.541,0.515
SLLP,LFPG,1948,1948,0.457,0.315
SLLP,LFPG,1320,1320,0.318,0.294
SLLP,LFPG,1926,1926,0.330,0.378
SLLP,LFPG,1913,1913,0.653,0.513
SLLP,LFPG,1463,1463,0.343,0.340
SLLP,LFPG,1575,1575,0.344,0.313
SLLP,LFPG,1800,1800,0.396,0.310
SLLP,LFPG,1906,1906,0.578,0.317
SLLP,LFPG,1844,1844,0.354,0.313
SLLP,LFPG,1849,1849,0.346,0.307
SLLP,LFPG,1791,1791,0.345,0.321
SLLP,LFPG,1310,1310,0.746,0.478
SLLP,LFPG,1925,1925,0.432,0.324
SLLP,LFPG,2002,2002,0.371,0.334
SLLP,LFPG,1908,1908,0.340,0.489
SLLP,LFPG,1898,1898,0.585,0.525
SLLP,LFPG,1878,1878,0.395,0.326
SLLP,LFPG,2014,2014,0.381,0.487
SLLP,LFPG,1892,1892,0.490,0.493
SLLP,LFPG,2095,2095,0.315,0.319
SLLP,LFPG,2040,2040,0.373,0.312
SLLP,LFPG,1470,1470,0.419,0.316
SLLP,LFPG,1887,1887,0.432,0.475
SLLP,LFPG,1297,1297,0.750,0.545
SLLP,LFPG,1731,1731,0.470,0.399
SLLP,LFPG,2126,2126,0.341,0.324
SLLP,LFPG,1975,1975,0.610,0.521
SLLP,LFPG,1957,1957,0.446,0.312
SLLP,LFPG,1806,1806,0.389,0.545
SLLP,LFPG,1316,1316,0.517,0.556
SLLP,LFPG,1845,1845,0.800,0.701
SLLP,LFPG,1558,1558,0.471,0.348
SLLP,LFPG,1543,1543,0.500,0.394
SLLP,LFPG,1924,1924,0.791,0.486
SLLP,LFPG,1811,1811,0.631,0.486
SLLP,LFPG,1865,1865,0.471,0.320
SLLP,LFPG,1476,1476,0.400,0.325
SLLP,LFPG,1792,1792,0.342,0.308
SLLP,LFPG,1315,1315,0.690,0.534
SLLP,LFPG,1279,1279,0.800,0.665
SLLP,LFPG,1993,1993,0.554,0.513
SLLP,LFPG,1674,1674,0.342,0.411
SLLP,LFPG,1573,1573,0.534,0.317
SLLP,LFPG,1402,1402,0.350,0.330
SLLP,LFPG,1631,1631,0.460,0.341
SLLP,LFPG,1588,1588,0.367,0.442
SLLP,LFPG,1877,1877,0.526,0.480
SLLP,LFPG,1988,1988,0.693,0.364
SLLP,LFPG,1980,1980,0.329,0.304
SLLP,LFPG,1379,1379,0.425,0.301
SLLP,LFPG,1487,1487,0.353,0.319
SLLP,LFPG,2067,2067,0.477,0.348
SLLP,LFPG,1586,1586,0.315,0.302
SLLP,LFPG,1836,1836,0.417,0.454
SLLP,LFPG,1861,1861,0.686,0.521
SLLP,LFPG,1352,1352,0.769,0.437
SLLP,LFPG,1297,1297,0.329,0.300
SLLP,LFPG,1245,1245,0.560,0.407
SLLP,LFPG,1858,1858,0.709,0.486
SLLP,LFPG,1341,1341,0.317,0.369
SLLP,LFPG,1260,1260,0.346,0.386
SLLP,LFPG,1955,1955,0.418,0.294
SLLP,LFPG,1403,1403,0.549,0.369
SLLP,LFPG,1833,1833,0.311,0.317
SLLP,LFPG,1967,1967,0.551,0.478
SLLP,LFPG,1899,1899,0.523,0.317
SLLP,LFPG,1954,1954,0.323,0.312
SLLP,LFPG,2150,2150,0.304,0.289
SLLP,LFPG,1925,1925,0.443,0.467
SLLP,LFPG,1860,1860,0.545,0.383
SLLP,LFPG,1371,1371,0.380,0.312
SLLP,LFPG,1966,1966,0.316,0.406
SLLP,LFPG,1251,1251,0.548,0.487
SLLP,LFPG,1978,1978,0.649,0.394
SLLP,LFPG,1506,1506,0.318,0.340
SLLP,LFPG,1959,1959,0.445,0.311
SLLP,LFPG,1872,1872,0.310,0.297
SLLP,LFPG,2060,2060,0.351,0.313
SLLP,LFPG,1872,1872,0.352,0.308
SLLP,LFPG,1930,1930,0.354,0.455
SLLP,LFPG,2093,2093,0.618,0.434
SLLP,LFPG,2000,2000,0.411,0.426
SLLP,LFPG,1685,1685,0.319,0.300
SLLP,LFPG,1851,1851,0.390,0.489
SLLP,LFPG,1427,1427,0.539,0.359
SLLP,LFPG,1572,1572,0.333,0.350
SLLP,LFPG,1290,1290,0.315,0.313
SLLP,LFPG,1920,1920,0.330,0.357
SLLP,LFPG,1612,1612,0.533,0.383
SLLP,LFPG,1396,1396,0.344,0.306
SLLP,LFPG,1975,1975,0.353,0.337
SLLP,LFPG,1366,1366,0.332,0.395
SLLP,LFPG,1667,1667,0.457,0.451
SLLP,LFPG,2082,2082,0.334,0.300
SLLP,LFPG,2007,2007,0.487,0.508
SLLP,LFPG,1971,1971,0.695,0.410
SLLP,LFPG,1246,1246,0.379,0.419
SLLP,LFPG,1464,1464,0.328,0.302
SLLP,LFPG,1264,1264,0.319,0.305
SLLP,LFPG,1850,1850,0.482,0.476
SLLP,LFPG,2101,2101,0.640,0.428
SLLP,LFPG,1898,1898,0.359,0.404
SLLP,LFPG,1874,1874,0.383,0.323
SLLP,LFPG,1965,1965,0.492,0.349
SLLP,LFPG,1969,1969,0.360,0.291
SLLP,LFPG,1907,1907,0.339,0.327
SLLP,LFPG,1459,1459,0.374,0.486
SLLP,LFPG,1926,1926,0.734,0.573
SLLP,LFPG,1964,1964,0.783,0.635
SLLP,LFPG,1928,1928,0.376,0.291
SLLP,LFPG,1291,1291,0.515,0.508
SLLP,LFPG,2072,2072,0.364,0.287
SLLP,LFPG,1374,1374,0.312,0.290
SLLP,LFPG,1309,1309,0.324,0.303
SLLP,LFPG,1620,1620,0.522,0.487
SLLP,LFPG,1934,1934,0.644,0.506
SLLP,LFPG,1480,1480,0.360,0.282
SLLP,LFPG,1959,1959,0.401,0.318
SLLP,LFPG,1735,1735,0.529,0.390
SLLP,LFPG,1903,1903,0.402,0.322
SLLP,LFPG,2030,2030,0.304,0.293
SLLP,LFPG,1879,1879,0.343,0.330
SLLP,LFPG,1597,1597,0.341,0.451
SLLP,LFPG,1984,1984,0.472,0.381
SLLP,LFPG,1932,1932,0.339,0.305
SLLP,LFPG,1645,1645,0.324,0.291
SLLP,LFPG,1526,1526,0.518,0.421
SLLP,LFPG,1450,1450,0.502,0.493
SLLP,LFPG,1738,1738,0.415,0.307
SLLP,LFPG,1848,1848,0.324,0.313
SLLP,LFPG,1964,1964,0.379,0.486
SLLP,LFPG,1503,1503,0.419,0.331
SLLP,LFPG,2020,2020,0.342,0.326
SLLP,LFPG,1263,1263,0.343,0.313
SLLP,LFPG,2046,2046,0.358,0.313
SLLP,LFPG,1947,1947,0.595,0.461
SLLP,LFPG,1442,1442,0.447,0.321
SLLP,LFPG,1590,1590,0.501,0.413
SLLP,LFPG,1870,1870,0.573,0.495
SLLP,LFPG,1616,1616,0.653,0.539
SLLP,LFPG,2053,2053,0.341,0.291
SLLP,LFPG,2061,2061,0.307,0.304
SLLP,LFPG,1702,1702,0.546,0.341
SLLP,LFPG,1892,1892,0.427,0.406
SLLP,LFPG,1253,1253,0.344,0.313
SLLP,LFPG,1931,1931,0.318,0.300
SLLP,LFPG,1945,1945,0.509,0.389
SLLP,LFPG,2018,2018,0.349,0.330
SLLP,LFPG,1538,1538,0.342,0.328
SLLP,LFPG,1793,1793,0.314,0.298
SLLP,LFPG,1895,1895,0.379,0.299
SLLP,LFPG,2040,2040,0.590,0.351
SLLP,LFPG,1439,1439,0.403,0.425
SLLP,LFPG,1674,1674,0.464,0.338
SLLP,LFPG,1965,1965,0.623,0.365
SLLP,LFPG,1916,1916,0.387,0.325
SLLP,LFPG,1893,1893,0.361,0.338
SLLP,LFPG,1672,1672,0.342,0.324
SLLP,LFPG,1872,1872,0.465,0.480
SLLP,LFPG,1802,1802,0.623,0.399
SLLP,LFPG,1965,1965,0.353,0.284
SLLP,LFPG,1920,1920,0.324,0.332
SLLP,LFPG,1895,1895,0.473,0.331
SLLP,LFPG,1908,1908,0.386,0.324
SLLP,LFPG,1632,1632,0.304,0.294
SLLP,LFPG,1578,1578,0.326,0.319
SLLP,LFPG,1548,1548,0.417,0.525
SLLP,LFPG,2018,2018,0.372,0.294
SLLP,LFPG,1756,1756,0.335,0.299
SLLP,LFPG,1504,1504,0.296,0.282
SLLP,LFPG,1946,1946,0.448,0.304
SLLP,LFPG,1868,1868,0.429,0.480
SLLP,LFPG,1815,1815,0.376,0.303
SLLP,LFPG,1568,1568,0.319,0.314
SLLP,LFPG,1496,1496,0.533,0.320
SLLP,LFPG,2090,2090,0.551,0.358
SLLP,LFPG,2025,2025,0.344,0.313
SLLP,LFPG,2000,2000,0.363,0.347
SLLP,LFPG,1789,1789,0.560,0.498
SLLP,LFPG,1643,1643,0.425,0.298
SLLP,LFPG,1602,1602,0.318,0.297
SLLP,LFPG,1347,1347,0.389,0.311
SLLP,LFPG,2010,2010,0.559,0.506
SLLP,LFPG,1256,1256,0.592,0.305
SLLP,LFPG,2090,2090,0.333,0.364
SLLP,LFPG,1802,1802,0.316,0.296
SLLP,LFPG,1675,1675,0.391,0.323
SLLP,LFPG,1943,1943,0.419,0.371
SLLP,LFPG,1840,1840,0.374,0.314
SLLP,LFPG,1698,1698,0.494,0.345
SLLP,LFPG,1930,1930,0.403,0.293
SLLP,LFPG,1944,1944,0.390,0.317
SLLP,LFPG,2033,2033,0.313,0.302
SLLP,LFPG,1404,1404,0.334,0.343
SLLP,LFPG,1383,1383,0.443,0.338
SLLP,LFPG,1936,1936,0.451,0.358
SLLP,LFPG,1642,1642,0.576,0.384
SLLP,LFPG,2079,2079,0.342,0.348
SLLP,LFPG,1891,1891,0.557,0.364
SLLP,LFPG,2118,2118,0.385,0.334
SLLP,LFPG,1946,1946,0.343,0.354
SLLP,LFPG,1887,1887,0.386,0.383
SLLP,LFPG,2055,2055,0.607,0.521
SLLP,LFPG,1600,1600,0.391,0.358
SLLP,LFPG,1869,1869,0.345,0.301
SLLP,LFPG,1988,1988,0.444,0.438
SLLP,LFPG,1670,1670,0.525,0.399
SLLP,LFPG,1302,1302,0.357,0.332
SLLP,LFPG,1954,1954,0.346,0.320
SLLP,LFPG,1660,1660,0.302,0.342
SLLP,LFPG,1664,1664,0.555,0.437
SLLP,LFPG,1976,1976,0.424,0.308
SLLP,LFPG,1460,1460,0.387,0.329
SLLP,LFPG,1947,1947,0.329,0.493
SLLP,LFPG,1711,1711,0.603,0.357
SLLP,LFPG,1455,1455,0.362,0.348
SLLP,LFPG,1690,1690,0.332,0.299
SLLP,LFPG,1872,1872,0.341,0.425
SLLP,LFPG,1914,1914,0.512,0.330
SLLP,LFPG,2034,2034,0.314,0.362
SLLP,LFPG,1883,1883,0.330,0.290
SLLP,LFPG,1580,1580,0.312,0.307
SLLP,LFPG,1618,1618,0.507,0.370
SLLP,LFPG,1366,1366,0.776,0.518
SLLP,LFPG,1272,1272,0.460,0.359
SLLP,LFPG,1566,1566,0.736,0.666
SLLP,LFPG,1823,1823,0.677,0.358
SLLP,LFPG,1891,1891,0.443,0.333
SLLP,LFPG,1819,1819,0.643,0.422
SLLP,LFPG,1336,1336,0.539,0.485
SLLP,LFPG,1454,1454,0.517,0.394
SLLP,LFPG,2067,2067,0.423,0.461
SLLP,LFPG,2030,2030,0.766,0.399
SLLP,LFPG,1999,1999,0.462,0.321
SLLP,LFPG,1669,1669,0.433,0.317
SLLP,LFPG,1223,1223,0.325,0.301
SLLP,LFPG,1661,1661,0.513,0.469
SLLP,LFPG,1672,1672,0.378,0.298
SLLP,LFPG,1961,1961,0.321,0.374
SLLP,LFPG,1492,1492,0.423,0.416
SLLP,LFPG,1893,1893,0.468,0.461
SLLP,LFPG,1996,1996,0.543,0.353
SLLP,LFPG,1852,1852,0.595,0.346
SLLP,LFPG,1631,1631,0.359,0.345
SLLP,LFPG,1885,1885,0.559,0.501
SLLP,LFPG,1838,1838,0.477,0.411
SLLP,LFPG,1637,1637,0.320,0.376
SLLP,LFPG,1527,1527,0.406,0.371
SLLP,LFPG,2033,2033,0.570,0.387
SLLP,LFPG,1356,1356,0.381,0.360
SLLP,LFPG,1816,1816,0.318,0.305
SLLP,LFPG,1245,1245,0.338,0.300
SLLP,LFPG,1979,1979,0.445,0.428
SLLP,LFPG,1931,1931,0.390,0.344
SLLP,LFPG,1920,1920,0.319,0.295
SLLP,LFPG,1921,1921,0.324,0.328
SLLP,LFPG,1542,1542,0.352,0.445
SLLP,LFPG,1592,1592,0.468,0.321
SLLP,LFPG,1428,1428,0.391,0.336
SLLP,LFPG,1964,1964,0.367,0.361
SLLP,LFPG,1850,1850,0.597,0.391
SLLP,LFPG,1577,1577,0.402,0.318
SLLP,LFPG,1970,1970,0.408,0.333
SLLP,LFPG,1317,1317,0.328,0.321
SLLP,LFPG,1216,1216,0.371,0.474
SLLP,LFPG,1817,1817,0.445,0.300
SLLP,LFPG,2001,2001,0.344,0.318
SLLP,LFPG,1859,1859,0.326,0.320
SLLP,LFPG,1968,1968,0.506,0.359
SLLP,LFPG,1979,1979,0.406,0.446
SLLP,LFPG,1638,1638,0.338,0.298
SLLP,LFPG,1600,1600,0.456,0.342
SLLP,LFPG,2088,2088,0.446,0.378
SLLP,LFPG,2145,2145,0.456,0.333
SLLP,LFPG,1929,1929,0.392,0.340
SLLP,LFPG,1668,1668,0.417,0.326
SLLP,LFPG,1907,1907,0.484,0.498
SLLP,LFPG,1875,1875,0.346,0.312
SLLP,LFPG,1864,1864,0.336,0.341
SLLP,LFPG,1666,1666,0.336,0.327
SLLP,LFPG,1743,1743,0.540,0.483
SLLP,LFPG,1810,1810,0.638,0.571
SLLP,LFPG,1982,1982,0.400,0.386
SLLP,LFPG,1835,1835,0.426,0.480
SLLP,LFPG,1876,1876,0.417,0.315
SLLP,LFPG,1817,1817,0.303,0.290
SLLP,LFPG,2085,2085,0.490,0.453
SLLP,LFPG,1996,1996,0.354,0.463
SLLP,LFPG,1649,1649,0.552,0.414
SLLP,LFPG,1538,1538,0.324,0.304
SLLP,LFPG,1782,1782,0.490,0.328
SLLP,LFPG,1537,1537,0.390,0.438
SLLP,LFPG,1806,1806,0.366,0.467
SLLP,LFPG,2130,2130,0.438,0.308
SLLP,LFPG,2004,2004,0.342,0.339
SLLP,LFPG,2171,2171,0.410,0.431
SLLP,LFPG,1993,1993,0.379,0.295
SLLP,LFPG,1231,1231,0.537,0.463
SLLP,LFPG,1666,1666,0.389,0.474
SLLP,LFPG,1234,1234,0.571,0.438
SLLP,LFPG,1207,1207,0.634,0.371
SLLP,LFPG,1676,1676,0.350,0.300
SLLP,LFPG,1609,1609,0.327,0.306
SLLP,LFPG,2057,2057,0.519,0.499
SLLP,LFPG,1860,1860,0.566,0.588
SLLP,LFPG,1934,1934,0.513,0.379
